r1,g1,b1,r2,g2,b2,r3,g3,b3,r4,g4,b4
255,206,19,136,7,11,246,81,86,0,146,146,white,summer
124,156,171,232,203,177,254,236,195,51,58,68,white,spring
247,212,224,253,122,192,122,215,240,68,200,224,white,spring
11,9,9,68,68,76,140,140,140,214,214,214,white,summer
217,193,187,154,177,154,82,88,77,9,10,14,white,spring
230,183,148,184,221,214,224,235,229,173,151,135,white,spring
22,121,111,173,201,197,108,176,168,16,86,79,white,summer
11,28,72,236,213,187,255,255,255,113,1,23,white,spring
242,214,192,229,185,144,215,155,112,253,219,216,white,spring
241,228,136,1,185,204,243,185,223,211,233,231,white,summer
249,233,208,219,135,128,163,0,82,38,22,31,white,spring
162,196,224,247,203,45,82,104,143,130,164,227,white,spring
82,58,40,34,130,128,191,99,54,237,241,242,white,summer
159,217,208,247,201,192,243,76,80,58,167,160,white,spring
113,231,224,255,139,218,67,169,221,241,46,144,white,spring
242,241,240,192,201,204,163,157,146,99,96,89,white,spring
1,99,103,158,58,20,230,105,18,11,28,72,white,summer
0,224,212,234,239,242,255,69,0,234,239,242,white,summer
76,83,85,196,75,79,96,125,134,203,205,203,white,summer
251,181,116,232,141,114,84,56,85,255,136,130,white,winter
240,247,224,211,187,221,188,150,202,149,186,97,white,spring
49,78,112,53,213,208,237,174,192,235,238,224,white,summer
116,93,32,206,166,96,243,237,224,107,122,64,white,spring
220,219,216,209,165,138,92,151,184,24,58,83,white,spring
156,160,161,215,212,204,167,192,190,77,103,114,white,spring
30,21,20,255,255,255,236,213,187,1,58,32,white,summer
27,42,55,220,197,195,214,225,235,173,196,215,white,summer
247,221,128,138,226,224,247,211,48,58,163,160,white,spring
250,203,128,251,216,176,246,151,112,181,43,64,white,spring
5,6,6,253,253,253,216,215,213,173,179,188,white,summer
252,214,153,221,201,216,246,200,204,240,156,162,white,spring
11,31,101,232,227,204,215,164,73,219,63,41,white,summer
180,248,200,251,200,88,255,130,16,86,88,25,white,summer
220,119,38,221,192,119,87,137,106,74,84,93,white,spring
214,221,224,68,111,160,34,60,96,81,85,91,white,spring
252,167,165,90,62,121,19,3,41,167,98,134,white,summer
248,168,197,251,209,96,235,99,160,228,70,80,white,spring
165,207,227,0,34,28,2,132,118,231,246,252,white,summer
255,176,1,68,238,119,1,153,146,251,71,94,white,summer
137,190,99,175,204,169,207,237,238,236,249,242,white,summer
166,223,235,252,151,157,248,205,79,251,74,155,white,spring
21,153,142,69,176,140,72,188,209,192,220,236,white,winter
113,91,91,164,124,122,214,197,196,15,17,16,white,spring
255,224,174,255,69,0,108,130,85,255,163,3,white,summer
191,215,237,96,163,217,0,116,183,0,59,115,white,spring
204,224,210,97,194,162,44,131,149,29,97,122,white,spring
243,104,112,232,218,192,255,183,176,169,197,208,white,spring
169,188,176,232,134,112,56,73,96,76,125,96,white,spring
107,27,0,174,139,112,249,254,251,86,56,45,white,spring
49,237,49,16,188,16,17,167,187,42,182,123,white,summer
240,216,184,99,79,64,243,240,233,230,183,148,white,summer
236,248,127,228,165,143,151,212,155,166,226,220,white,spring
238,231,224,114,84,80,198,173,144,247,202,201,white,spring
94,55,109,247,233,81,212,187,221,246,230,232,white,summer
173,211,208,151,12,16,21,50,80,254,252,255,white,summer
242,228,207,208,144,100,169,96,54,219,196,175,white,spring
161,106,232,177,159,249,14,53,6,254,163,3,white,summer
4,0,0,246,199,165,242,208,193,247,248,248,white,summer
181,242,238,255,121,48,0,224,234,249,241,224,white,summer
209,161,121,241,230,212,193,194,173,203,225,223,white,spring
208,222,229,232,147,148,246,241,231,152,142,146,white,spring
6,117,147,5,87,114,9,169,200,0,31,61,white,winter
251,188,84,248,220,176,252,94,112,242,177,144,white,spring
230,105,76,255,141,128,249,200,176,104,231,224,white,summer
226,217,202,74,148,168,43,41,60,106,73,115,white,spring
99,116,122,192,194,201,18,49,117,82,152,193,white,summer
245,99,26,254,235,160,212,30,0,72,29,1,white,summer
247,216,217,161,219,229,255,216,192,0,183,175,white,spring
33,197,196,249,233,80,255,148,178,193,79,96,white,summer
169,183,194,208,180,159,74,111,137,238,206,136,white,winter
140,155,136,245,232,218,115,94,147,239,241,239,white,spring
242,72,182,20,82,124,8,11,57,105,18,74,white,spring
159,144,207,4,97,177,177,54,91,233,216,225,white,summer
4,249,242,0,145,231,0,91,234,0,0,255,white,winter
8,57,43,87,142,135,247,226,199,41,102,12,white,summer
61,57,59,126,30,128,149,5,227,182,55,251,white,summer
252,77,176,249,232,48,34,21,48,245,40,112,white,spring
79,55,80,203,152,112,141,137,96,170,161,160,white,summer
115,67,109,229,230,233,182,124,154,31,37,47,white,spring
251,220,192,221,175,176,143,105,128,28,37,32,white,spring
252,220,169,236,196,179,184,208,221,102,157,186,white,spring
241,190,202,185,92,80,205,126,127,243,228,226,white,spring
253,210,100,255,198,128,245,107,57,103,3,5,white,spring
162,196,224,247,203,45,13,101,157,19,144,224,white,summer
58,106,89,167,168,138,214,193,138,185,200,188,white,summer
255,206,102,249,171,64,169,229,213,68,69,91,white,summer
222,179,173,235,124,143,220,93,133,223,209,197,white,spring
157,190,209,20,130,159,216,227,236,0,79,118,white,summer
240,237,224,67,63,48,151,12,16,145,142,128,white,summer
47,243,224,255,128,0,224,157,96,31,57,96,white,summer
252,248,246,0,187,209,0,224,234,150,161,168,white,summer
231,132,132,252,164,162,71,211,206,200,244,249,white,summer
163,193,74,109,131,67,209,3,209,110,53,98,white,spring
255,15,57,254,218,21,126,157,194,248,248,248,white,summer
165,140,179,161,106,232,234,231,250,217,161,160,white,spring
41,179,255,129,234,255,251,192,14,255,215,116,white,summer
229,232,232,141,151,151,78,84,92,0,4,1,white,spring
216,206,230,114,67,92,180,248,200,66,70,81,white,summer
229,218,206,188,190,192,92,83,80,60,54,48,white,spring
6,30,71,104,164,241,43,106,208,31,69,145,white,summer
237,231,208,253,205,147,3,79,57,84,147,105,white,summer
228,244,243,161,219,241,113,213,228,0,182,188,white,spring
113,159,30,74,114,18,213,206,88,16,66,16,white,spring
30,49,72,158,111,109,230,215,213,67,177,75,white,summer
41,102,12,247,226,199,87,142,135,28,69,8,white,summer
107,58,44,201,177,198,59,9,24,201,177,198,white,summer
246,212,210,237,209,250,159,168,235,65,32,169,white,spring
16,86,79,33,182,168,48,217,200,117,230,218,white,winter
243,204,60,209,154,48,125,63,32,0,0,0,white,summer
211,210,199,91,137,174,173,196,215,203,142,102,white,spring
236,241,242,127,127,127,244,216,0,5,7,7,white,summer
251,220,106,177,43,36,118,5,4,9,10,14,white,summer
255,255,255,233,216,225,229,206,246,182,85,200,white,spring
101,223,246,0,71,143,26,131,204,203,235,245,white,winter
184,51,48,203,215,208,243,237,224,213,182,144,white,summer
253,242,231,254,233,0,4,211,188,254,204,200,white,summer
169,36,32,209,145,62,14,49,96,19,83,144,white,summer
224,137,85,0,72,164,227,90,1,104,154,184,white,summer
248,215,168,239,151,113,221,221,164,123,88,61,white,spring
255,39,104,163,163,183,27,74,86,242,238,247,white,summer
247,98,1,254,235,160,212,30,0,103,41,1,white,summer
98,126,139,210,204,204,234,237,240,24,75,41,white,spring
233,103,155,248,205,79,185,163,209,110,224,224,white,spring
250,251,244,0,160,243,0,0,255,0,0,102,white,spring
0,116,221,155,204,253,54,214,231,129,89,159,white,summer
43,102,112,99,126,144,119,167,176,229,242,240,white,summer
60,76,112,220,161,176,237,238,241,145,104,160,white,summer
187,192,182,213,132,105,240,237,228,67,88,97,white,spring
242,218,208,236,180,185,234,133,199,137,154,137,white,spring
151,12,16,239,244,240,56,70,64,36,76,96,white,summer
227,230,224,37,41,48,192,179,160,107,132,144,white,summer
96,63,139,185,167,187,50,59,54,97,108,89,white,spring
253,242,237,247,201,182,241,161,126,165,62,18,white,spring
221,219,219,238,165,166,158,150,142,251,201,156,white,spring
16,66,16,106,136,32,211,192,47,242,228,55,white,spring
100,213,221,87,165,184,246,129,129,169,74,95,white,spring
191,132,34,54,27,40,188,156,34,182,204,215,white,summer
200,244,249,21,146,180,224,160,48,160,98,4,white,summer
63,109,60,247,187,219,255,11,172,123,22,62,white,spring
19,195,247,255,39,104,233,233,231,255,243,135,white,summer
255,191,144,243,104,112,206,214,202,255,245,215,white,summer
4,59,177,30,138,211,16,188,16,29,53,55,white,summer
27,46,60,12,12,30,77,0,17,243,227,226,white,summer
234,49,96,20,43,112,233,158,176,70,82,160,white,summer
122,0,81,211,177,194,36,8,49,228,75,125,white,summer
24,72,160,71,216,224,89,206,224,38,146,208,white,summer
233,218,196,57,34,31,239,129,62,94,104,38,white,summer
208,180,159,192,211,154,79,95,44,42,41,28,white,spring
213,213,192,77,221,224,49,204,224,29,179,192,white,spring
59,34,68,160,106,180,232,69,174,235,164,8,white,summer
143,69,83,244,243,241,230,229,227,226,172,185,white,spring
8,130,128,6,51,64,0,128,0,4,208,16,white,summer
0,143,222,164,216,251,56,204,237,149,113,171,white,summer
0,0,163,0,65,151,127,62,113,223,38,94,white,summer
