r1,g1,b1,r2,g2,b2,r3,g3,b3,r4,g4,b4,Skintone,Season
250,208,44,225,42,42,70,154,73,25,42,41,white,winter
250,208,44,225,42,42,70,154,73,25,42,41,white,winter
89,12,105,74,13,74,209,159,198,57,143,199,white,summer
56,57,64,169,138,176,241,241,240,173,169,173,white,summer
255,255,255,247,231,206,162,163,170,170,156,146,white,spring
241,210,108,43,18,0,207,92,0,141,30,0,white,summer
235,233,158,139,202,103,249,217,118,5,88,22,white,summer
184,4,84,29,25,10,177,117,255,220,188,208,white,summer
151,130,173,240,91,6,243,185,223,157,27,111,white,spring
223,214,209,31,35,44,255,255,255,131,116,110,white,summer
64,181,240,33,68,192,20,34,112,3,3,3,white,spring
122,62,38,207,104,86,247,231,206,255,255,255,white,summer
32,26,30,208,180,159,228,212,200,226,230,231,white,summer
221,176,64,209,183,128,227,229,224,70,66,57,white,spring
104,99,97,227,34,39,26,124,250,0,112,224,white,summer
17,118,96,9,50,59,4,177,111,20,225,20,white,winter
227,90,1,76,124,113,46,71,105,31,38,46,white,summer
7,210,190,242,78,112,180,248,200,15,19,0,white,winter
4,220,119,1,98,54,182,210,165,216,147,132,white,spring
228,215,207,138,50,64,97,121,105,152,112,93,white,spring
0,61,122,5,21,55,4,36,124,4,88,171,white,winter
255,187,202,236,253,241,180,248,200,239,237,198,white,spring
169,186,136,217,198,191,246,240,231,109,111,115,white,spring
176,183,192,23,23,16,112,115,112,89,94,96,white,summer
255,218,119,241,175,192,6,150,176,216,52,113,white,spring
230,189,204,236,234,219,163,118,139,222,186,214,white,spring
162,196,224,247,203,45,7,19,48,18,46,118,white,summer
91,220,225,231,59,165,244,151,91,249,216,206,white,summer
2,132,118,1,93,83,3,3,3,110,203,90,white,summer
43,25,46,245,232,218,80,0,108,206,140,165,white,summer
71,66,65,205,166,122,167,168,138,208,204,185,white,summer
34,34,34,152,134,134,116,183,172,178,74,59,white,summer
232,0,0,30,115,190,200,80,176,102,10,96,white,spring
157,206,208,169,138,176,240,241,207,142,163,80,white,spring
62,75,89,135,147,158,253,144,150,214,247,248,white,summer
116,178,208,255,245,147,243,104,112,250,250,240,white,spring
85,88,216,212,187,221,251,211,218,138,223,227,white,summer
0,191,214,202,223,217,139,209,228,0,181,162,white,summer
52,57,32,248,249,247,113,116,58,213,186,144,white,summer
152,215,194,161,163,165,5,171,196,4,144,174,white,spring
73,14,8,241,161,126,247,201,182,247,220,111,white,summer
73,14,8,241,161,126,247,201,182,247,220,111,white,summer
40,118,134,223,209,169,199,159,167,96,63,139,white,spring
241,180,22,229,106,25,0,0,0,144,0,0,white,winter
64,198,159,46,118,94,214,43,131,5,35,76,white,summer
19,41,42,145,202,190,73,159,164,181,223,214,white,summer
8,21,58,11,31,101,37,53,217,192,141,44,white,summer
122,64,62,159,43,0,248,151,0,216,205,157,white,summer
221,129,156,59,31,82,30,20,43,160,89,135,white,summer
173,200,210,159,156,147,84,98,123,244,244,246,white,spring
71,82,80,149,137,169,181,238,203,248,162,168,white,summer
164,170,131,216,221,184,76,65,26,243,238,217,white,winter
190,209,223,84,110,129,0,31,61,156,185,204,white,summer
205,203,175,95,101,16,114,48,86,182,124,154,white,summer
172,230,242,95,201,218,91,116,133,137,207,240,white,spring
201,129,105,224,235,229,184,221,214,230,183,148,white,spring
25,39,64,75,109,144,133,174,208,184,209,224,white,summer
154,186,18,55,82,11,222,230,76,102,147,12,white,summer
62,0,74,173,226,146,65,32,169,120,0,162,white,spring
0,0,0,58,73,104,255,69,0,0,135,202,white,summer
229,225,217,218,167,162,167,168,138,55,57,30,white,spring
15,125,128,226,186,176,255,150,183,95,211,200,white,summer
226,179,39,70,147,184,11,31,101,225,217,209,white,summer
229,162,152,193,217,183,44,119,33,0,224,145,white,summer
204,167,138,238,238,238,220,180,177,189,240,214,white,spring
96,100,98,237,240,238,0,115,92,0,73,58,white,spring
243,229,195,211,167,113,207,192,174,105,69,50,white,spring
102,102,102,232,232,224,53,47,32,172,148,128,white,summer
43,142,142,115,176,58,92,216,90,39,142,213,white,spring
73,159,164,169,88,43,186,153,115,237,223,156,white,summer
4,66,91,187,203,190,22,121,111,16,86,79,white,summer
157,80,96,231,223,224,55,99,128,45,31,48,white,spring
0,134,170,202,198,198,0,69,109,103,215,237,white,summer
126,216,224,247,102,160,88,228,224,41,78,160,white,spring
92,204,203,246,240,231,28,121,158,144,137,132,white,spring
66,195,247,0,165,233,0,58,107,231,237,235,white,winter
146,207,147,11,28,72,226,237,221,222,202,186,white,summer
238,214,211,105,201,188,247,188,165,247,131,124,white,spring
150,69,85,240,187,211,195,214,219,250,220,220,white,summer
180,248,200,248,211,183,247,172,50,164,71,87,white,spring
115,133,128,62,62,62,191,202,208,151,12,16,white,spring
72,113,232,177,117,255,171,114,159,45,22,116,white,spring
108,109,118,249,251,247,238,147,169,189,240,214,white,summer
92,6,1,249,148,59,208,83,1,209,194,194,white,summer
75,68,60,77,0,17,35,36,37,228,229,232,white,summer
52,222,208,148,250,240,58,247,240,49,209,208,white,winter
207,224,234,1,148,154,87,131,132,1,99,103,white,spring
146,68,58,165,101,70,222,186,161,246,233,206,white,summer
103,110,127,15,13,18,249,246,240,182,115,124,white,summer
117,183,208,38,63,96,228,235,224,57,130,176,white,summer
9,18,53,20,32,46,43,66,87,136,169,195,white,winter
214,226,232,145,193,216,0,112,172,0,51,113,white,spring
53,204,190,60,119,130,223,232,230,174,205,203,white,winter
74,39,32,143,79,64,238,195,194,225,177,160,white,summer
0,134,172,17,129,200,242,240,252,255,0,0,white,summer
93,119,114,182,226,211,67,97,111,21,45,46,white,spring
122,121,125,4,211,188,212,176,203,0,224,235,white,summer
62,0,74,173,226,146,65,32,169,144,95,208,white,summer
68,73,43,205,209,184,221,187,164,235,221,216,white,summer
35,103,177,248,207,44,228,230,237,211,168,119,white,summer
184,116,157,123,65,87,233,189,232,243,228,226,white,summer
220,231,224,226,201,221,244,186,191,94,71,73,white,spring
120,155,96,173,194,144,140,108,48,32,48,16,white,spring
77,52,160,229,182,231,81,201,210,255,215,0,white,summer
42,97,109,69,117,69,253,242,237,237,206,189,white,summer
52,32,48,205,155,128,242,157,180,250,232,224,white,summer
253,192,160,207,209,209,77,0,17,0,0,0,white,spring
255,194,199,255,255,255,154,90,67,212,233,240,white,spring
209,230,242,118,212,234,246,195,36,154,192,38,white,spring
240,198,166,62,31,62,255,128,112,33,197,196,white,summer
197,95,252,56,19,51,217,153,45,150,25,178,white,spring
117,100,87,59,60,56,213,187,169,241,236,228,white,summer
255,136,130,84,56,85,232,141,114,255,203,164,white,spring
43,86,21,248,207,44,219,85,212,155,148,138,white,summer
3,217,48,210,52,176,44,70,196,255,232,69,white,summer
255,228,226,204,82,22,255,103,27,144,3,0,white,spring
112,84,70,225,195,145,253,244,227,60,52,49,white,spring
218,164,134,250,252,240,19,251,226,0,130,145,white,spring
77,0,17,78,112,106,31,25,43,238,199,187,white,summer
206,175,180,148,80,85,41,0,10,235,30,43,white,spring
65,176,193,240,72,84,80,81,73,226,228,231,white,summer
105,94,147,199,159,167,223,209,169,40,118,134,white,spring
151,92,173,253,98,173,0,156,223,170,226,59,white,summer
147,128,104,189,151,203,212,187,221,235,230,218,white,summer
84,136,165,93,189,234,163,196,195,251,226,156,white,summer
95,90,95,176,185,122,244,149,134,247,225,136,white,summer
156,159,75,252,232,218,249,191,178,71,79,29,white,spring
254,228,173,214,37,152,249,209,192,5,10,97,white,spring
225,0,50,219,232,225,27,68,128,1,49,32,white,spring
129,72,39,225,166,126,46,39,20,170,148,115,white,winter
234,232,221,241,200,58,208,180,159,169,209,228,white,spring
226,234,238,254,198,197,250,220,175,189,240,214,white,spring
131,101,89,244,248,243,205,172,121,98,132,116,white,spring
174,184,196,5,38,59,22,59,80,156,166,184,white,summer
95,52,226,212,187,221,73,169,192,245,215,16,white,summer
65,72,60,252,201,49,204,216,199,238,238,238,white,summer
205,189,178,137,172,170,187,97,108,24,58,80,white,spring
224,209,219,185,150,141,44,57,61,230,196,185,white,summer
213,193,185,145,73,85,33,34,35,173,179,188,white,summer
178,42,128,233,48,192,254,255,96,255,142,249,white,summer
244,181,160,228,218,207,241,220,182,180,248,200,white,spring
221,199,160,200,118,32,115,96,19,114,39,32,white,spring
40,75,112,119,162,144,253,208,90,147,134,112,white,spring
211,199,161,37,34,32,127,175,192,212,157,64,white,summer
239,192,129,188,10,15,175,159,48,239,238,233,white,summer
255,245,236,206,108,47,72,188,207,17,133,146,white,summer
39,62,71,218,192,166,73,159,164,91,74,82,white,summer
38,62,43,175,14,80,228,44,144,239,208,208,white,summer
255,101,1,183,131,38,189,37,20,134,120,92,white,summer
1,40,96,254,200,77,20,154,162,238,218,220,white,summer
216,88,28,179,193,168,146,158,173,61,80,58,white,spring
101,70,62,185,154,135,201,190,177,235,235,229,white,summer
92,99,112,224,203,192,93,84,80,133,75,91,white,spring
156,90,64,200,152,112,251,229,224,246,235,224,white,summer
241,250,252,61,181,196,201,228,235,0,74,148,white,spring
41,96,144,179,216,224,19,47,112,11,40,64,white,spring
25,56,85,203,14,85,63,190,224,233,218,196,white,summer
174,184,196,33,67,88,21,27,37,156,166,184,white,summer
0,41,82,216,225,231,209,93,132,120,161,229,white,summer
187,209,192,190,12,61,226,83,113,229,181,176,white,spring
222,220,228,201,141,38,3,166,90,0,94,56,white,summer
254,246,245,255,196,53,124,243,160,248,50,18,white,spring
107,207,220,177,206,207,144,81,113,76,59,85,white,spring
217,178,149,255,136,130,207,201,203,92,129,92,white,spring
31,55,80,41,74,65,81,128,96,137,172,160,white,winter
181,179,202,161,106,232,71,113,88,0,8,0,white,spring
237,180,192,239,241,250,231,214,192,190,205,203,white,spring
31,45,96,211,56,96,250,240,192,251,94,137,white,summer
118,151,125,220,114,96,118,148,171,107,109,108,white,spring
222,216,205,195,165,124,99,79,64,219,154,125,white,spring
103,103,111,169,112,97,239,194,168,250,235,217,white,summer
133,75,91,54,52,48,241,185,48,197,73,32,white,summer
155,130,112,230,213,224,191,182,176,250,220,220,white,spring
248,242,245,192,136,243,156,128,234,85,124,223,white,spring
239,216,191,249,127,189,230,197,216,180,248,200,white,spring
51,107,145,236,245,244,0,41,82,195,140,31,white,summer
47,47,27,231,225,224,50,74,96,232,171,22,white,summer
0,31,61,204,218,218,15,74,111,20,119,178,white,summer
136,66,144,69,40,88,216,183,166,241,236,228,white,summer
255,215,0,244,236,240,215,223,184,235,179,184,white,summer
26,214,204,235,50,152,49,237,49,245,220,22,white,summer
64,104,80,186,199,176,102,143,112,37,64,48,white,spring
146,207,147,10,76,118,226,237,221,222,202,186,white,summer
180,100,163,96,46,158,159,199,170,160,47,0,white,spring
11,31,101,22,72,143,12,33,68,7,17,37,white,spring
126,54,128,239,225,232,66,2,100,166,84,223,white,spring
237,36,97,83,0,33,57,129,112,189,244,141,white,summer
44,94,23,145,211,76,168,15,250,92,3,140,white,summer
169,121,80,6,147,144,255,243,67,251,54,144,white,summer
222,230,224,130,228,208,36,134,128,29,84,80,white,spring
252,225,104,250,186,162,235,207,170,125,124,166,white,spring
171,32,42,51,81,85,21,20,26,248,207,44,white,summer
46,64,7,43,84,52,227,204,222,176,203,176,white,summer
255,227,42,103,225,232,84,40,171,222,210,205,white,summer
47,42,69,39,10,17,255,11,172,252,243,166,white,summer
174,127,96,179,88,64,245,238,224,215,149,128,white,summer
103,63,64,253,144,43,253,214,82,208,209,211,white,summer
102,124,48,171,167,48,205,223,80,225,205,48,white,spring
130,158,178,228,205,172,213,166,154,158,93,110,white,spring
37,30,32,250,212,128,96,58,112,247,150,48,white,summer
52,42,64,241,46,144,194,255,144,248,148,208,white,summer
236,253,241,180,248,200,209,188,159,229,78,127,white,spring
10,53,67,255,173,111,180,248,200,203,224,221,white,summer
71,70,63,139,197,190,175,86,98,246,200,204,white,summer
229,201,81,208,121,135,160,106,180,21,129,154,white,spring
30,85,21,44,119,33,85,209,66,215,215,168,white,spring
246,106,166,255,143,69,124,243,160,180,248,200,white,summer
1,22,31,253,23,0,2,137,75,189,211,172,white,summer
80,101,91,150,178,181,250,185,84,255,229,112,white,summer
126,124,127,199,206,214,244,238,220,220,219,218,white,summer
218,194,188,157,169,147,82,88,77,9,10,14,white,spring
56,102,142,30,53,81,198,211,216,101,136,145,white,summer
69,205,225,255,196,96,171,179,198,157,27,111,white,spring
19,92,0,255,216,0,251,100,165,181,163,255,white,spring
254,178,129,53,54,67,78,195,61,255,143,98,white,summer
35,36,37,212,217,221,236,242,247,204,186,145,white,summer
78,81,78,102,102,102,165,171,160,219,221,208,white,summer
160,195,217,73,159,164,19,52,76,242,243,238,white,summer
226,225,223,208,193,169,92,52,30,47,24,11,white,spring
255,11,172,0,149,52,236,155,231,22,216,51,white,summer
186,198,173,15,124,79,244,151,40,117,230,218,white,summer
223,219,208,88,82,64,138,158,160,42,46,48,white,summer
143,59,33,143,145,107,221,153,39,204,205,199,white,summer
202,168,140,255,63,0,39,64,218,12,20,70,white,summer
34,88,39,154,18,175,182,55,251,225,166,247,white,summer
163,0,82,220,76,96,181,113,112,233,177,160,white,summer
253,192,160,207,209,209,116,17,47,0,0,0,white,spring
146,219,240,243,246,254,195,114,168,189,240,214,white,spring
5,5,5,18,51,69,117,114,126,255,0,57,white,summer
204,202,169,132,94,119,197,152,175,150,16,134,white,spring
249,82,30,191,70,132,203,174,17,0,141,124,white,summer
15,15,27,27,41,25,123,88,61,240,211,193,white,summer
145,63,48,160,180,160,214,188,128,114,103,80,white,spring
255,163,3,162,171,206,255,74,56,255,224,174,white,summer
180,248,200,148,237,255,10,76,134,29,59,88,white,spring
23,11,59,0,25,81,155,13,234,65,32,169,white,summer
198,242,244,124,192,212,93,189,211,23,74,109,white,spring
244,239,228,234,182,184,214,179,229,244,189,156,white,spring
255,11,172,73,0,52,246,180,5,253,188,253,white,summer
21,169,169,182,226,211,234,220,194,165,169,148,white,summer
246,205,196,252,132,31,180,151,191,93,25,102,white,spring
225,167,48,224,227,215,40,121,192,171,57,16,white,summer
255,159,91,148,171,91,242,199,98,240,108,87,white,spring
209,161,28,188,10,15,116,153,146,226,231,225,white,summer
67,31,16,179,179,160,200,118,32,231,219,192,white,summer
255,236,221,255,193,197,255,11,172,251,249,0,white,spring
0,134,203,104,205,231,247,249,167,240,249,249,white,summer
41,70,82,55,148,125,255,39,104,180,0,82,white,spring
61,6,16,159,8,64,242,100,208,238,153,208,white,summer
59,34,68,204,58,115,180,184,245,221,224,255,white,summer
81,89,65,230,220,192,154,174,121,87,143,173,white,summer
165,140,179,137,123,193,234,231,250,217,161,160,white,spring
38,62,103,0,128,246,141,145,141,255,206,117,white,summer
187,214,207,118,191,154,247,233,44,240,158,41,white,summer
230,99,84,217,199,178,147,185,184,253,166,73,white,summer
254,225,221,244,136,185,204,8,138,162,33,63,white,spring
82,58,40,228,212,200,225,180,142,115,139,25,white,summer
179,193,168,227,204,222,43,84,52,46,64,7,white,spring
68,68,64,195,171,192,240,193,176,233,147,128,white,summer
0,118,0,0,21,12,255,69,0,192,231,246,white,summer
151,12,16,102,99,64,172,180,160,255,233,192,white,summer
75,78,48,56,185,224,246,197,16,251,228,64,white,summer
244,187,132,248,60,49,255,219,21,249,233,233,white,summer
167,155,96,117,130,80,250,230,208,248,211,176,white,summer
234,239,242,255,61,51,234,239,242,0,224,212,white,summer
202,43,75,254,253,254,255,163,132,0,0,0,white,spring
77,179,228,184,60,112,244,230,131,253,166,73,white,spring
0,4,0,104,104,82,188,155,130,146,63,57,white,summer
0,4,1,121,95,87,216,185,167,238,239,241,white,summer
38,146,208,161,216,224,71,216,224,24,72,160,white,spring
255,101,1,26,26,29,199,215,222,13,105,139,white,summer
248,239,214,214,104,121,232,236,243,225,237,218,white,summer
212,199,175,201,158,128,199,167,113,160,109,92,white,spring
243,240,176,212,187,221,189,151,203,101,106,96,white,spring
50,180,128,72,101,144,187,175,224,14,93,64,white,summer
110,195,193,51,81,32,157,204,95,13,95,138,white,summer
251,212,140,255,243,236,255,238,213,248,117,149,white,spring
247,227,180,217,243,231,0,158,146,67,112,129,white,spring
237,223,208,47,136,144,78,24,96,23,196,189,white,summer
178,219,245,105,177,245,0,0,255,15,17,20,white,spring
255,219,21,200,77,96,255,238,213,202,214,231,white,summer
76,34,61,112,58,75,211,177,194,231,230,225,white,summer
241,236,228,213,168,78,30,87,134,248,238,166,white,summer
200,167,95,46,100,103,246,180,155,224,225,219,white,summer
188,236,246,247,245,246,255,39,104,255,134,145,white,spring
84,83,101,224,226,233,189,240,214,49,136,151,white,summer
150,170,167,108,63,63,231,148,170,238,214,211,white,summer
36,38,40,239,51,64,255,189,32,46,134,224,white,summer
225,93,64,237,213,192,150,126,48,183,188,176,white,summer
243,185,223,234,133,199,16,168,61,23,51,5,white,spring
75,0,0,31,108,102,231,230,227,0,0,0,white,summer
25,46,65,5,38,59,13,101,157,187,200,222,white,winter
38,91,139,236,236,235,132,199,242,11,28,72,white,spring
245,58,208,35,202,192,247,205,208,249,248,240,white,spring
39,34,32,125,63,32,209,154,48,243,204,60,white,summer
245,246,240,198,205,193,68,64,63,99,161,95,white,spring
94,95,82,250,225,193,251,251,244,244,149,134,white,summer
244,239,219,0,255,240,164,229,224,219,245,240,white,summer
38,91,139,236,236,235,132,199,242,17,129,200,white,summer
16,86,79,4,112,118,219,235,237,255,255,255,white,summer
243,50,43,31,34,49,1,222,230,255,228,51,white,summer
247,202,192,85,183,160,237,197,144,136,232,208,white,spring
0,180,212,216,94,0,202,222,89,159,43,0,white,summer
4,47,89,243,22,30,37,175,194,202,218,227,white,summer
77,92,96,131,163,160,138,158,160,106,149,160,white,summer
124,244,124,93,144,181,242,5,199,252,42,236,white,spring
167,220,240,38,133,240,19,40,128,101,172,240,white,winter
200,244,249,144,187,194,47,121,119,32,85,96,white,spring
167,194,215,191,42,46,247,231,206,86,56,45,white,spring
9,63,45,96,147,128,1,93,83,1,3,0,white,spring
110,26,16,171,156,128,40,47,48,236,182,0,white,summer
216,177,160,133,75,80,242,241,240,187,138,80,white,spring
16,49,100,218,240,243,114,178,201,191,220,229,white,summer
